"","latitude","longitude","site_arrive_date","site_arrive_time","site_depart_date","site_depart_time","site","observer_name","project_org","species","lifestage","count","disposition","notes"
"13",60.6202111668466,-151.091437499787,2025-07-27,14:27:33,2025-07-27,14:27:41,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"14",60.6221846664509,-151.090153332935,2025-07-27,14:55:45,2025-07-28,17:00:44,"","Benjamin Meyer","KWF","Gasterosteidae","juvenile",NA,"ID'd and released","NA ; NA"
"15",60.6222674998185,-151.090121500235,2025-07-27,14:59:26,2025-07-28,17:02:50,"","Benjamin Meyer","KWF","Gasterosteidae","juvenile",1,"ID'd and released","NA ; NA"
"16",60.6223748335068,-151.09008166624,2025-07-27,15:01:34,2025-07-28,17:04:28,"","Benjamin Meyer","KWF","Rana sylvatica","tadpole",2,"ID'd and released","Appears to be seasonal Flowing Channel Downstream of this point period Undefined Wetland area Upstream of this point period Likely flowing water after Rainy periods. Consider durveying again after heavy rains in fall. ; NA"
"17",60.6206078331563,-151.091485167091,2025-07-27,15:25:02,2025-07-28,16:44:44,"","Benjamin Meyer","KWF",NA,"tadpole",NA,"ID'd and released","NA ; tadpole frog species unknown"
"18",60.6191638332369,-151.091797000174,2025-07-27,15:35:02,2025-07-28,16:33:24,"","Benjamin Meyer","KWF","Rana sylvatica",NA,1,"ID'd and released","Most Upstream location where Visible flowing surface water is evident ; NA"
"19",60.6191638332369,-151.091797000174,2025-07-27,15:35:02,2025-07-28,16:33:24,"","Benjamin Meyer","KWF","Gasterosteidae","juvenile",1,"ID'd and released","Most Upstream location where Visible flowing surface water is evident ; NA"
"20",60.6150878335298,-151.086157000426,2025-07-28,11:21:34,2025-07-28,12:16:06,"","Benjamin Meyer","KWF","Oncorhynchus tshawytscha","juvenile",1,"ID'd and released","NA ; Mortality"
"21",60.6150878335298,-151.086157000426,2025-07-28,11:21:34,2025-07-28,12:16:06,"","Benjamin Meyer","KWF","Cottidae","adult",3,"ID'd and released","NA ; NA"
"22",60.6150878335298,-151.086157000426,2025-07-28,11:21:34,2025-07-28,12:16:06,"","Benjamin Meyer","KWF","Oncorhynchus mykiss","juvenile",7,"ID'd and released","NA ; NA"
"23",60.6150878335298,-151.086157000426,2025-07-28,11:21:34,2025-07-28,12:16:06,"","Benjamin Meyer","KWF","Gasterosteidae","juvenile",NA,"ID'd and released","NA ; NA"
"24",60.6150878335298,-151.086157000426,2025-07-28,11:21:34,2025-07-28,12:16:06,"","Benjamin Meyer","KWF","Oncorhynchus mykiss","juvenile",1,"ID'd and released","NA ; mortality"
"25",60.6124098334616,-151.095687167088,2025-07-28,13:55:30,2025-07-28,13:55:30,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"26",60.6138270491459,-151.101867428021,2025-07-28,14:29:19,2025-07-28,14:53:51,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"27",60.6142543333377,-151.101662000383,2025-07-28,14:48:49,2025-07-28,14:48:49,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"28",60.6137856666128,-151.101816000369,2025-07-28,14:29:19,2025-07-28,15:16:41,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"29",60.5524128332384,-150.75742716669,2025-07-29,14:13:55,2025-07-29,14:13:55,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"30",60.7980731802086,-149.190451667099,2025-07-30,13:53:23,2025-07-30,13:53:23,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","See nearest downstream point for fish capture details ; NA"
"31",60.4836546668301,-151.058816833144,2025-07-30,07:16:12,2025-07-30,07:16:12,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"32",60.7957461664763,-149.197589833061,2025-07-30,11:10:45,2025-07-30,11:33:48,"","Benjamin Meyer","KWF","Oncorhynchus kisutch","juvenile",1,"ID'd and released","NA ; NA"
"33",60.7957461664763,-149.197589833061,2025-07-30,11:10:45,2025-07-30,11:33:48,"","Benjamin Meyer","KWF","Salvelinus malma","juvenile",2,"ID'd and released","NA ; NA"
"34",60.7960016668789,-149.197044166713,2025-07-30,11:44:07,2025-07-30,11:51:31,"","Benjamin Meyer","KWF","Oncorhynchus kisutch","juvenile/adult",1,"ID'd and released","NA ; NA"
"35",60.7960016668789,-149.197044166713,2025-07-30,11:44:07,2025-07-30,11:51:31,"","Benjamin Meyer","KWF","Salvelinus malma","juvenile/adult",1,"ID'd and released","NA ; NA"
"36",60.7962438333778,-149.196412333064,2025-07-30,12:05:52,2025-07-30,12:06:13,"","Benjamin Meyer","KWF","Oncorhynchus kisutch","juvenile",1,"ID'd and released","NA ; NA"
"37",60.796384833452,-149.195572166627,2025-07-30,12:16:31,2025-07-30,12:36:12,"","Benjamin Meyer","KWF","Oncorhynchus kisutch","juvenile",2,"ID'd and released","NA ; NA"
"38",60.7964421667126,-149.194319500099,2025-07-30,12:25:49,2025-07-30,12:31:39,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"39",60.797248000059,-149.192795333048,2025-07-30,12:40:43,2025-07-30,12:48:34,"","Benjamin Meyer","KWF","Oncorhynchus kisutch","juvenile",1,"ID'd and released","NA ; NA"
"40",60.7981191665113,-149.190669000109,2025-07-30,13:00:50,2025-07-30,13:05:55,"","Benjamin Meyer","KWF","Oncorhynchus kisutch","juvenile",1,"ID'd and released","NA ; NA"
"41",60.7981191665113,-149.190669000109,2025-07-30,13:00:50,2025-07-30,13:05:55,"","Benjamin Meyer","KWF","Salvelinus malma","juvenile",1,"ID'd and released","NA ; NA"
"42",60.4836668332046,-151.058852333666,2025-07-30,07:34:04,2025-07-30,07:34:04,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"43",60.8031739661773,-149.201819101418,2025-07-31,13:32:00,2025-07-31,13:35:45,"","Benjamin Meyer","KWF","Salvelinus malma","juvenile",3,"ID'd and released","NA ; NA"
"44",60.8034507781268,-149.201317096786,2025-07-31,13:46:57,2025-07-31,13:50:29,"","Benjamin Meyer","KWF","Salvelinus malma","juvenile",4,"ID'd and released","NA ; NA"
"45",60.8035789399961,-149.201250619659,2025-07-31,13:57:00,2025-07-31,14:01:16,"","Benjamin Meyer","KWF","Salvelinus malma","juvenile",2,"ID'd and released","NA ; NA"
"46",60.8019742103104,-149.202574834304,2025-07-31,14:20:00,2025-07-31,14:25:53,"","Benjamin Meyer","KWF","Salvelinus malma","juvenile",9,"ID'd and released","NA ; NA"
"47",60.8023024267097,-149.202392704473,2025-07-31,14:35:00,2025-07-31,14:40:32,"","Benjamin Meyer","KWF","Salvelinus malma","juvenile",8,"ID'd and released","NA ; One Dolly varden that looks no more than a few weeks old"
"48",60.8027937774246,-149.201802788013,2025-07-31,15:00:00,2025-07-31,15:05:28,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","Electro fish upstream of last known AWC point. Captured only Dolly Varden at all points in the survey. ; NA"
"49",60.8003364549796,-149.200931741089,2025-07-31,15:26:43,2025-07-31,15:26:43,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","No fish survey performed. Visually observed juvenile fish moving. Saw one dead juv coho. Examined anal Finn and adipose Finn to confirm species. ; NA"
"50",60.4836548677589,-151.057820180184,2025-08-05,16:27:07,2025-08-05,16:28:48,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","Observed busy family building dam just downstream of our location. Good reminder to write grant for new walkway! ; NA"
"51",60.48983684136,-149.716090663317,2025-08-07,15:48:35,2025-08-07,15:48:35,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"52",60.5294026665651,-151.081506167079,2025-08-07,11:31:51,2025-08-08,16:53:04,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"53",60.5294728331745,-151.081384500155,2025-08-07,11:37:15,2025-08-08,16:55:31,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"54",60.5295859998577,-151.081322833505,2025-08-07,11:39:22,2025-08-08,16:54:41,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"55",60.5296468334764,-151.081300499591,2025-08-07,11:40:09,2025-08-08,16:57:18,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"56",60.5419361666829,-151.101186666732,2025-08-08,12:48:52,2025-08-08,15:03:04,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","minnow trap event for education/exploratory purposes, not an end of anadromy survey ; NA"
"57",60.5418780002095,-151.101230166751,2025-08-08,12:49:21,2025-08-08,15:04:33,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"58",60.5418363332576,-151.101235666238,2025-08-08,12:50:39,2025-08-08,15:05:57,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"59",60.5417883333183,-151.101223666542,2025-08-08,12:51:11,2025-08-08,15:05:24,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"60",60.5417881667668,-151.101257499791,2025-08-08,12:52:52,2025-08-08,15:05:10,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"61",60.5417069999622,-151.101298166524,2025-08-08,12:54:21,2025-08-08,15:06:35,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"62",60.5375230001773,-151.092986166591,2025-08-08,02:15:39,2025-08-08,02:24:42,"","Benjamin Meyer","KWF","Oncorhynchus mykiss","juvenile",1,"ID'd and released","NA ; NA"
"63",60.5375230001773,-151.092986166591,2025-08-08,02:15:39,2025-08-08,02:24:42,"","Benjamin Meyer","KWF","Oncorhynchus tshawytscha","juvenile",2,"ID'd and released","NA ; NA"
"64",60.5375230001773,-151.092986166591,2025-08-08,02:15:39,2025-08-08,02:24:42,"","Benjamin Meyer","KWF","Oncorhynchus kisutch","juvenile",1,"ID'd and released","NA ; NA"
"65",60.5375230001773,-151.092986166591,2025-08-08,02:15:39,2025-08-08,02:24:42,"","Benjamin Meyer","KWF","Cottidae","juvenile",5,"ID'd and released","NA ; less than 30mm"
"66",60.7413154515577,-149.258106546279,2025-07-30,16:06:00,2025-07-31,11:06:17,"","Benjamin Meyer","KWF","Salvelinus malma","juvenile",5,"ID'd and released","NA ; NA"
"67",60.7414343794077,-149.259513932343,2025-07-30,04:14:00,2025-07-31,11:08:53,"","Benjamin Meyer","KWF","Salvelinus malma","juvenile",2,"ID'd and released","NA ; Both Over 150 mm FL"
"68",60.7415854743461,-149.260157850129,2025-07-30,16:12:00,2025-07-31,11:12:18,"","Benjamin Meyer","KWF","Salvelinus malma","juvenile",5,"ID'd and released","NA ; NA"
"69",60.5185531665679,-150.865639666713,2025-07-29,10:55:15,2025-07-29,10:57:28,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"70",60.5190314998128,-150.867780333171,2025-07-29,11:24:27,2025-07-29,23:17:54,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","did not capture any fish with electrophys hiing. high confidence that minnow trap would capture juvenile salmon. Electra fish all the way up to this location from last known AWC point from 2023 ; NA"
"71",60.5191188331783,-150.861787833607,2025-07-29,11:59:07,2025-07-29,12:00:55,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"72",60.5201821667387,-150.86045083324,2025-07-29,12:14:53,2025-07-29,12:16:54,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"73",60.5368105858248,-150.754533535057,2025-08-22,13:35:00,2025-08-22,13:50:18,"","Benjamin Meyer","KWF","Cottidae","not recorded",1,"ID'd and released","Also captured horse hair worm, see pic ; NA"
"74",60.5368105858248,-150.754533535057,2025-08-22,13:35:00,2025-08-22,13:50:18,"","Benjamin Meyer","KWF","Gasterosteidae","not recorded",3,"ID'd and released","Also captured horse hair worm, see pic ; NA"
"75",60.523832333471,-150.806871667027,2025-08-22,11:45:07,2025-08-22,14:24:37,"","Benjamin Meyer","KWF","Oncorhynchus kisutch","juvenile",1,"ID'd and released","NA ; over 120 mm"
"76",60.5493051664676,-150.752892499882,2025-08-22,12:22:35,2025-08-22,12:23:23,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"77",60.5423732835192,-151.218556433759,2025-10-02,15:41:10,2025-10-03,15:43:35,"","Benjamin Meyer","KWF","Dallia pectoralis","not recorded",1,"ID'd and released","NA ; Euthanized"
"78",60.5423732835192,-151.218556433759,2025-10-02,15:41:10,2025-10-03,15:43:35,"","Benjamin Meyer","KWF","Cottidae","adult",16,"ID'd and released","NA ; NA"
"79",60.5423104164717,-151.218394516921,2025-10-02,15:47:02,2025-10-03,15:46:35,"","Benjamin Meyer","KWF","Oncorhynchus kisutch","juvenile",2,"ID'd and released","Muddy bottom ; NA"
"80",60.5423104164717,-151.218394516921,2025-10-02,15:47:02,2025-10-03,15:46:35,"","Benjamin Meyer","KWF","Pungitius pungitius","not recorded",6,"ID'd and released","Muddy bottom ; NA"
"81",60.5423104164717,-151.218394516921,2025-10-02,15:47:02,2025-10-03,15:46:35,"","Benjamin Meyer","KWF","Cottidae","not recorded",4,"ID'd and released","Muddy bottom ; NA"
"82",60.5422911657167,-151.217940391595,2025-10-02,15:52:52,2025-10-03,15:54:37,"","Benjamin Meyer","KWF","Pungitius pungitius","not recorded",2,"ID'd and released","NA ; NA"
"83",60.5422911657167,-151.217940391595,2025-10-02,15:52:52,2025-10-03,15:54:37,"","Benjamin Meyer","KWF","Cottidae","not recorded",3,"ID'd and released","NA ; NA"
"84",60.5422709165395,-151.217612716722,2025-10-02,15:56:00,2025-10-03,16:08:10,"","Benjamin Meyer","KWF","Oncorhynchus kisutch","juvenile",5,"ID'd and released","NA ; NA"
"85",60.5422709165395,-151.217612716722,2025-10-02,15:56:00,2025-10-03,16:08:10,"","Benjamin Meyer","KWF","Cottidae","not recorded",3,"ID'd and released","NA ; NA"
"86",60.5422709165395,-151.217612716722,2025-10-02,15:56:00,2025-10-03,16:08:10,"","Benjamin Meyer","KWF","Pungitius pungitius","juvenile",6,"ID'd and released","NA ; NA"
"87",60.5423451164853,-151.217527966964,2025-10-02,15:58:05,2025-10-03,16:13:09,"","Benjamin Meyer","KWF","Dallia pectoralis","not recorded",6,"ID'd and released","NA ; Euthanized"
"88",60.5423451164853,-151.217527966964,2025-10-02,15:58:05,2025-10-03,16:13:09,"","Benjamin Meyer","KWF","Cottidae","not recorded",1,"ID'd and released","NA ; NA"
"89",60.5423451164853,-151.217527966964,2025-10-02,15:58:05,2025-10-03,16:13:09,"","Benjamin Meyer","KWF","Oncorhynchus kisutch","juvenile",1,"ID'd and released","NA ; NA"
"90",60.5425688829015,-151.217114913511,2025-10-02,16:00:25,2025-10-03,16:35:00,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","NA ; NA"
"91",60.5425407257567,-151.216868418492,2025-10-02,16:04:23,2025-10-03,16:41:08,"","Benjamin Meyer","KWF","None",NA,NA,"ID'd and released","Return to this site to measure gradient, use as example of an eoa survey using traps ￼ ; NA"
"92",60.5425873166579,-151.21697603307,2025-10-02,16:07:44,2025-10-03,16:32:43,"","Benjamin Meyer","KWF","Dallia pectoralis","juvenile",6,"ID'd and released","NA ; Euthanized"
"93",60.5425873166579,-151.21697603307,2025-10-02,16:07:44,2025-10-03,16:32:43,"","Benjamin Meyer","KWF","Oncorhynchus kisutch","juvenile",3,"ID'd and released","NA ; NA"
"94",60.5425873166579,-151.21697603307,2025-10-02,16:07:44,2025-10-03,16:32:43,"","Benjamin Meyer","KWF","Pungitius pungitius",NA,3,"ID'd and released","NA ; NA"
"95",60.483352,-151.057714,2021-05-06,10:45:00,2021-05-06,12:45:00,"Lower Soldotna Creek","Megan Pike","KWF","Chinook salmon","juvenile",1,"Measured and Released","NULL"
"96",60.483352,-151.057714,2021-05-06,10:45:00,2021-05-06,12:45:00,"Lower Soldotna Creek","Megan Pike","KWF","ninespine stickleback","not recorded",1,"Measured and Released","NULL"
"97",60.483352,-151.057714,2021-05-06,10:45:00,2021-05-06,12:45:00,"Lower Soldotna Creek","Megan Pike","KWF","ninespine stickleback","not recorded",1,"Measured and Released","NULL"
"98",60.483352,-151.057714,2021-05-06,10:45:00,2021-05-06,12:45:00,"Lower Soldotna Creek","Megan Pike","KWF","ninespine stickleback","not recorded",1,"Measured and Released","NULL"
"99",60.483352,-151.057714,2021-05-06,10:45:00,2021-05-06,12:45:00,"Lower Soldotna Creek","Megan Pike","KWF","rainbow trout","juvenile",1,"Measured and Released","NULL"
"100",60.869922,-150.57885,2021-05-11,15:00:00,2021-05-11,15:30:00,"McLain Lake NE","Maura Schumacher","KWF","slimy sculpin","not recorded",2,"ID'ed and Released","sculpin QC'ed by B. Meyer"
"101",60.869922,-150.57885,2021-05-11,15:00:00,2021-05-11,15:30:00,"McLain Lake NE","Maura Schumacher","KWF","stickleback-unspecified","not recorded",33,"ID'ed and Released","NULL"
"102",60.869922,-150.57885,2021-05-11,15:00:00,2021-05-11,15:30:00,"McLain Lake NE","Maura Schumacher","KWF","stickleback-unspecified","not recorded",10,"ID'ed and Released","NULL"
"103",60.869922,-150.57885,2021-05-11,15:00:00,2021-05-11,15:30:00,"McLain Lake NE","Maura Schumacher","KWF","stickleback-unspecified","not recorded",18,"ID'ed and Released","NULL"
"104",60.869922,-150.57885,2021-05-11,15:00:00,2021-05-11,15:30:00,"McLain Lake NE","Maura Schumacher","KWF","stickleback-unspecified","not recorded",100,"ID'ed and Released","NULL"
"105",60.869922,-150.57885,2021-05-11,15:00:00,2021-05-11,15:30:00,"McLain Lake NE","Maura Schumacher","KWF","stickleback-unspecified","not recorded",30,"ID'ed and Released","NULL"
"106",60.869922,-150.57885,2021-05-11,15:00:00,2021-05-11,15:30:00,"McLain Lake NE","Maura Schumacher","KWF","stickleback-unspecified","not recorded",3,"ID'ed and Released","NULL"
"107",60.813447,-150.69006,2021-05-12,14:00:00,2021-05-12,15:30:00,"Snag Lake South","Maura Schumacher","KWF","slimy sculpin","not recorded",2,"ID'ed and Released","QC'ed by B. Meyer"
"108",60.813447,-150.69006,2021-05-12,14:00:00,2021-05-12,15:30:00,"Snag Lake South","Maura Schumacher","KWF","stickleback-unspecified","not recorded",44,"ID'ed and Released","NULL"
"109",59.800435,-151.63683,2021-05-29,11:00:00,2021-05-29,15:00:00,"North Fork Anchor River","Galen Hecht","KWF","lamprey-unspecified","not recorded",100,"ID'ed and Released","NULL"
"110",59.800435,-151.63683,2021-05-29,11:00:00,2021-05-29,15:00:00,"North Fork Anchor River","Galen Hecht","KWF","Pacific salmon-unspecified","juvenile",225,"ID'ed and Released","NULL"
"111",59.800435,-151.63683,2021-05-29,11:00:00,2021-05-29,15:00:00,"North Fork Anchor River","Galen Hecht","KWF","sculpin-unspecified","not recorded",4,"ID'ed and Released","NULL"
"112",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","coho salmon","juvenile",1,"Measured and Released","NULL"
"113",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","coho salmon","juvenile",1,"Measured and Released","NULL"
"114",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","coho salmon","juvenile",1,"Measured and Released","NULL"
"115",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","coho salmon","juvenile",1,"Measured and Released","NULL"
"116",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","coho salmon","juvenile",1,"Measured and Released","cute"
"117",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","coho salmon","juvenile",1,"Measured and Released","NULL"
"118",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","coho salmon","juvenile",1,"Measured and Released","NULL"
"119",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","coho salmon","juvenile",1,"Measured and Released","NULL"
"120",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","coho salmon","juvenile",1,"Measured and Released","NULL"
"121",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","coho salmon","juvenile",1,"Measured and Released","NULL"
"122",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","coho salmon","juvenile",1,"Measured and Released","NULL"
"123",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","coho salmon","juvenile",1,"Measured and Released","NULL"
"124",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","coho salmon","juvenile",1,"ID'ed and Released","NULL"
"125",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","coho salmon","juvenile",1,"ID'ed and Released","NULL"
"126",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","rainbow trout","parr",1,"Measured and Released","NULL"
"127",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","rainbow trout","parr",1,"Measured and Released","NULL"
"128",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","rainbow trout","parr",1,"Measured and Released","NULL"
"129",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","rainbow trout","parr",1,"Measured and Released","NULL"
"130",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","rainbow trout","parr",1,"Measured and Released","NULL"
"131",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","rainbow trout","parr",1,"Measured and Released","NULL"
"132",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","rainbow trout","parr",1,"Measured and Released","NULL"
"133",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","rainbow trout","parr",1,"Measured and Released","NULL"
"134",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","rainbow trout","parr",1,"Measured and Released","NULL"
"135",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","rainbow trout","parr",1,"Measured and Released","NULL"
"136",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","rainbow trout","parr",1,"Measured and Released","NULL"
"137",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","slimy sculpin","juvenile",1,"Measured and Released","NULL"
"138",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","slimy sculpin","juvenile",1,"Measured and Released","NULL"
"139",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","slimy sculpin","juvenile",1,"Measured and Released","NULL"
"140",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","slimy sculpin","not recorded",10,"ID'ed and Released","NULL"
"141",60.483352,-151.057714,2021-06-05,13:02:00,2021-06-05,15:00:00,"Lower Soldotna Creek","Benjamin Meyer","TU","slimy sculpin","not recorded",24,"ID'ed and Released","NULL"
"142",60.483352,-151.057714,2021-06-08,13:14:00,2021-06-09,12:10:00,"Lower Soldotna Creek","Jack Buban","KWF","Chinook salmon","juvenile",1,"Measured and Released","NULL"
"143",60.483352,-151.057714,2021-06-08,13:14:00,2021-06-09,12:10:00,"Lower Soldotna Creek","Jack Buban","KWF","coho salmon","juvenile",1,"Measured and Released","NULL"
"144",60.483352,-151.057714,2021-06-08,13:14:00,2021-06-09,12:10:00,"Lower Soldotna Creek","Jack Buban","KWF","coho salmon","juvenile",1,"Measured and Released","NULL"
"145",60.483352,-151.057714,2021-06-08,13:14:00,2021-06-09,12:10:00,"Lower Soldotna Creek","Jack Buban","KWF","coho salmon","juvenile",1,"ID'ed and Released","NULL"
"146",60.483352,-151.057714,2021-06-08,13:14:00,2021-06-09,12:10:00,"Lower Soldotna Creek","Jack Buban","KWF","coho salmon","juvenile",1,"ID'ed and Released","NULL"
"147",60.483352,-151.057714,2021-06-08,13:14:00,2021-06-09,12:10:00,"Lower Soldotna Creek","Jack Buban","KWF","coho salmon","juvenile",1,"ID'ed and Released","NULL"
